id,row_type,is_flawed,known_errors,topic,item_format,difficulty,target_concept,question_start_5_words,question_word_count,option_count,source_seed_id,clean_revision_identical,loaded_question_row,single_label_loaded,frequency_without_zero_flag,missing_completion_flag,sensitive_context_flag,changed_in_v3
gold-200-rewritten-058,single_label,True,double_barreled,mobility,ordinal_categories,obvious,evaluation of bus punctuality and ticket prices,how would you rate the,17,5,candidate-v1-single-double-barreled-002,False,False,False,,,,False
gold-200-rewritten-059,single_label,True,double_barreled,health,ordinal_categories,realistic,satisfaction with doctor availability and explanation quality,when seeking care how satisfied,16,5,candidate-v1-single-double-barreled-003,False,False,False,,,,False
gold-200-rewritten-060,single_label,True,double_barreled,university life,ordinal_categories,borderline,trust in data security and ease of use of university platforms,when using the university online,21,5,candidate-v1-single-double-barreled-008,False,False,False,,,,False
gold-200-rewritten-061,single_label,True,double_barreled,family/household,ordinal_categories,obvious,fairness of chores and childcare division,in your household how fair,14,6,candidate-v1-single-double-barreled-010,False,False,False,,,,False
gold-200-rewritten-062,single_label,True,double_barreled,labor,ordinal_categories,realistic,satisfaction with pay and schedule flexibility,overall how satisfied are you,16,6,candidate-v1-single-double-barreled-005,False,False,False,,,,False
gold-200-rewritten-063,single_label,True,double_barreled,environment,ordinal_categories,borderline,concern about air quality and noise,please rate your concern about,13,5,candidate-v1-single-double-barreled-009,False,False,False,,,,False
gold-200-rewritten-064,single_label,True,double_barreled,university life,ordinal_categories,obvious,evaluation of teaching quality and cafeteria prices,how would you rate the,16,5,candidate-v1-single-double-barreled-012,False,False,False,,,,False
gold-200-rewritten-065,single_label,True,recall_error,media/culture,frequency,realistic,frequency of checking local event listings,over the last 12 months,16,4,candidate-v1-single-recall-error-001,False,False,False,,,,False
gold-200-rewritten-066,single_label,True,recall_error,mobility,frequency,borderline,frequency of cycling trips,during the last year how,13,4,candidate-v1-single-recall-error-002,False,False,False,,,,False
gold-200-rewritten-067,single_label,True,recall_error,health,frequency,obvious,frequency of eating vegetables,in the past 12 months,13,4,candidate-v1-single-recall-error-003,False,False,False,,,,False
gold-200-rewritten-068,single_label,True,recall_error,technology,frequency,realistic,frequency of dismissing phone notifications,thinking about the last 12,19,4,candidate-v1-single-recall-error-008,False,False,False,,,,False
gold-200-rewritten-069,single_label,True,recall_error,work,frequency,borderline,frequency of checking work messages after hours,thinking back over the previous,18,5,candidate-v1-single-recall-error-005,False,False,False,,,,False
gold-200-rewritten-070,single_label,True,recall_error,education,frequency,obvious,frequency of reviewing lecture notes,since the beginning of the,17,4,candidate-v1-single-recall-error-004,False,False,False,,,,False
gold-200-rewritten-071,single_label,True,recall_error,public services,frequency,realistic,frequency of visiting municipal websites,over the past 12 months,18,4,candidate-v1-single-recall-error-012,False,False,False,,,,False
gold-200-rewritten-072,single_label,True,recall_error,finances,frequency,borderline,frequency of checking account balance,in the last year how,17,4,candidate-v1-single-recall-error-007,False,False,False,,,,False
gold-200-rewritten-073,single_label,True,vague_ambiguous,public services,ordinal_categories,obvious,clarity of eligibility information for housing support,how good is the city’s,12,3,candidate-v1-single-vague-ambiguous-001,False,False,False,,,,False
gold-200-rewritten-074,single_label,True,vague_ambiguous,health,ordinal_categories,realistic,perceived access to mental health services,do you have enough access,9,3,candidate-v1-single-vague-ambiguous-003,False,False,False,,,,False
gold-200-rewritten-075,single_label,True,vague_ambiguous,university life,ordinal_categories,borderline,perceived quality of campus Wi-Fi,how is the wi fi,6,3,candidate-v1-single-vague-ambiguous-008,False,False,False,,,,False
gold-200-rewritten-076,single_label,True,vague_ambiguous,work,ordinal_categories,obvious,sense of work-life balance,is your work life balance,5,3,candidate-v1-single-vague-ambiguous-005,False,False,False,,,,False
gold-200-rewritten-077,single_label,True,vague_ambiguous,environment,ordinal_categories,realistic,views about local green areas,what do you think about,9,3,candidate-v1-single-vague-ambiguous-009,False,False,False,,,,False
gold-200-rewritten-078,single_label,True,vague_ambiguous,education,ordinal_categories,borderline,assessment of academic support,was academic support useful,4,2,candidate-v1-single-vague-ambiguous-004,False,False,False,,,,False
gold-200-rewritten-079,single_label,True,vague_ambiguous,family/household,ordinal_categories,obvious,perceived adequacy of childcare options,are childcare options in your,7,3,candidate-v1-single-vague-ambiguous-010,False,False,False,,,,False
gold-200-rewritten-080,single_label,True,vague_ambiguous,media/culture,ordinal_categories,realistic,perceived relevance of local news,how relevant is local news,7,2,candidate-v1-single-vague-ambiguous-011,False,False,False,,,,False
gold-200-rewritten-081,single_label,True,sensitive_topic_direct,finances,binary_yes_no,borderline,late rent or mortgage payments,have you been late paying,14,2,candidate-v1-single-sensitive-topic-direct-001,False,False,False,,,,False
gold-200-rewritten-082,single_label,True,sensitive_topic_direct,sensitive behaviors,binary_yes_no,obvious,use of unauthorized assistance in assignments,did you use unauthorized help,11,2,candidate-v1-single-sensitive-topic-direct-002,False,False,False,,,,False
gold-200-rewritten-083,single_label,True,sensitive_topic_direct,sensitive behaviors,binary_yes_no,realistic,recreational drug use,have you used illegal drugs,10,2,candidate-v1-single-sensitive-topic-direct-003,False,False,False,,,,False
gold-200-rewritten-084,single_label,True,sensitive_topic_direct,labor,binary_yes_no,borderline,being disciplined at work,were you formally disciplined by,11,2,candidate-v1-single-sensitive-topic-direct-007,False,False,False,,,,False
gold-200-rewritten-085,single_label,True,sensitive_topic_direct,family/household,binary_yes_no,obvious,household conflict involving shouting,did someone in your household,15,2,candidate-v1-single-sensitive-topic-direct-006,False,False,False,,,,False
gold-200-rewritten-086,single_label,True,sensitive_topic_direct,health,binary_yes_no,realistic,avoiding medical care because of embarrassment,did you avoid medical care,12,2,candidate-v1-single-sensitive-topic-direct-005,False,False,False,,,,False
gold-200-rewritten-087,single_label,True,sensitive_topic_direct,sensitive behaviors,binary_yes_no,borderline,looking at someone else’s private messages,have you looked at someone,14,2,candidate-v1-single-sensitive-topic-direct-004,False,False,False,,,,False
gold-200-rewritten-088,single_label,True,sensitive_topic_direct,university life,binary_yes_no,obvious,academic probation or formal warning,are you currently on academic,12,2,candidate-v1-single-sensitive-topic-direct-010,False,False,False,,,,False
gold-200-rewritten-089,single_label,True,social_desirability,environment,frequency,realistic,frequency of sorting recyclable waste,when your household handles waste,17,3,candidate-v1-single-social-desirability-009,False,False,False,,,,False
gold-200-rewritten-090,single_label,True,social_desirability,health,frequency,borderline,frequency of eating fruit,in a typical day how,15,3,candidate-v1-single-social-desirability-003,False,False,False,,,,False
gold-200-rewritten-091,single_label,True,social_desirability,politics/public policy,binary_yes_no,obvious,voting participation,responsible citizens vote in local,15,2,candidate-v1-single-social-desirability-013,False,False,False,,,,False
gold-200-rewritten-092,single_label,True,social_desirability,work,frequency,realistic,reporting errors at work,at work how often do,13,4,candidate-v1-single-social-desirability-005,False,False,False,,,,False
gold-200-rewritten-093,single_label,True,social_desirability,education,frequency,borderline,attending class prepared,before class how often do,12,3,candidate-v1-single-social-desirability-004,False,False,False,,,,False
gold-200-rewritten-094,single_label,True,social_desirability,finances,binary_yes_no,obvious,paying bills on time,do you pay your bills,12,2,candidate-v1-single-social-desirability-007,False,False,False,,,,False
gold-200-rewritten-095,single_label,True,social_desirability,technology,categorical_closed_ended,realistic,using strong passwords,do you use strong passwords,10,2,candidate-v1-single-social-desirability-008,False,False,False,,,,False
gold-200-rewritten-096,single_label,True,social_desirability,family/household,frequency,borderline,checking on older relatives,in your family how often,20,4,candidate-v1-single-social-desirability-010,False,False,False,,,,False
gold-200-rewritten-097,single_label,True,negative_wording,health,ordinal_categories,obvious,ease of understanding medication instructions,how difficult was it for,14,5,candidate-v1-single-negative-wording-003,False,False,False,,,,False
gold-200-rewritten-098,single_label,True,negative_wording,technology,ordinal_categories,realistic,concern about data sharing,how unconcerned are you about,12,5,candidate-v1-single-negative-wording-011,False,False,False,,,,False
gold-200-rewritten-099,single_label,True,negative_wording,labor,frequency,borderline,ability to disconnect from work messages,how often are you not,13,5,candidate-v1-single-negative-wording-007,False,False,False,,,,False
gold-200-rewritten-100,single_label,True,negative_wording,education,likert_agreement,obvious,clarity of exam instructions,to what extent do you,12,5,candidate-v1-single-negative-wording-005,False,False,False,,,,False
gold-200-rewritten-101,single_label,True,negative_wording,public services,ordinal_categories,realistic,ease of finding permit information,how hard was it not,15,5,candidate-v1-single-negative-wording-023,False,False,False,,,,False
gold-200-rewritten-102,single_label,True,negative_wording,environment,binary_yes_no,borderline,support for reducing plastic packaging,do you oppose not reducing,10,2,candidate-v1-single-negative-wording-013,False,False,False,,,,False
gold-200-rewritten-103,single_label,True,negative_wording,university life,ordinal_categories,obvious,satisfaction with feedback timing,how dissatisfied are you with,9,5,candidate-v1-single-negative-wording-021,False,False,False,,,,False
gold-200-rewritten-104,single_label,True,negative_wording,family/household,ordinal_categories,realistic,difficulty arranging childcare,how easy was it not,13,5,candidate-v1-single-negative-wording-017,False,False,False,,,,False
gold-200-rewritten-105,single_label,True,open_closed_mismatch,health,open_ended,borderline,reasons for postponing medical appointments,please describe in your own,14,4,candidate-v1-single-open-closed-mismatch-004,False,False,False,,,,False
gold-200-rewritten-106,single_label,True,open_closed_mismatch,mobility,open_ended,obvious,main reasons for not cycling,what are all the reasons,11,4,candidate-v1-single-open-closed-mismatch-003,False,False,False,,,,False
gold-200-rewritten-107,single_label,True,open_closed_mismatch,public services,open_ended,realistic,details of problem with online portal,tell us what happened when,15,4,candidate-v1-single-open-closed-mismatch-001,False,False,False,,,,False
gold-200-rewritten-108,single_label,True,open_closed_mismatch,education,open_ended,borderline,suggestions for improving lectures,what specific change would most,10,4,candidate-v1-single-open-closed-mismatch-002,False,False,False,,,,False
gold-200-rewritten-109,single_label,True,open_closed_mismatch,work,open_ended,obvious,description of remote-work challenges,in your own words describe,13,4,candidate-v1-single-open-closed-mismatch-005,False,False,False,,,,False
gold-200-rewritten-110,single_label,True,open_closed_mismatch,technology,open_ended,realistic,preferred app privacy improvement,which privacy improvement would you,13,0,candidate-v1-single-open-closed-mismatch-007,False,False,False,,,,False
gold-200-rewritten-111,single_label,True,open_closed_mismatch,environment,open_ended,borderline,open explanation of energy-saving barriers,please explain why your household,11,4,candidate-v1-single-open-closed-mismatch-006,False,False,False,,,,False
gold-200-rewritten-112,single_label,True,open_closed_mismatch,media/culture,open_ended,obvious,reason for not attending cultural events,why do you not attend,14,4,candidate-v1-single-open-closed-mismatch-014,False,False,False,,,,False
gold-200-rewritten-113,single_label,True,agree_disagree_scale,politics/public policy,likert_agreement,realistic,support for citizen assemblies,please indicate how much you,19,5,candidate-v1-single-agree-disagree-scale-001,False,False,False,,,,False
gold-200-rewritten-114,single_label,True,agree_disagree_scale,public services,likert_agreement,borderline,importance of transparent appointment waiting lists,please indicate whether you agree,14,5,candidate-v1-single-agree-disagree-scale-003,False,False,False,,,,False
gold-200-rewritten-115,single_label,True,agree_disagree_scale,environment,likert_agreement,obvious,concern about drinking-water quality,do you agree or disagree,13,5,candidate-v1-single-agree-disagree-scale-013,False,False,False,,,,False
gold-200-rewritten-116,single_label,True,agree_disagree_scale,work,likert_agreement,realistic,satisfaction with workload predictability,how strongly do you agree,10,5,candidate-v1-single-agree-disagree-scale-007,False,False,False,,,,False
gold-200-rewritten-117,single_label,True,agree_disagree_scale,public services,likert_agreement,borderline,trust in automated decision systems,please indicate whether you agree,18,5,candidate-v1-single-agree-disagree-scale-011,False,False,False,,,,False
gold-200-rewritten-118,single_label,True,agree_disagree_scale,university life,likert_agreement,obvious,satisfaction with course registration,please state your level of,15,5,candidate-v1-single-agree-disagree-scale-021,False,False,False,,,,False
gold-200-rewritten-119,single_label,True,agree_disagree_scale,family/household,likert_agreement,realistic,fairness of household task division,do you agree that household,12,5,candidate-v1-single-agree-disagree-scale-017,False,False,False,,,,False
gold-200-rewritten-120,single_label,True,agree_disagree_scale,media/culture,likert_agreement,borderline,reliability of local event information,please indicate your agreement with,15,5,candidate-v1-single-agree-disagree-scale-019,False,False,False,,,,False
gold-200-rewritten-121,single_label,True,unbalanced_scale,education,support_oppose,obvious,support for smaller class sizes,would you favor reducing class,9,5,candidate-v1-single-unbalanced-scale-005,False,False,False,,,,False
gold-200-rewritten-122,single_label,True,unbalanced_scale,politics/public policy,support_oppose,realistic,support for low-emission zones,what is your opinion of,11,5,candidate-v1-single-unbalanced-scale-013,False,False,False,,,,False
gold-200-rewritten-123,single_label,True,unbalanced_scale,health,support_oppose,borderline,support for expanding evening clinic hours,what level of support do,15,5,candidate-v1-single-unbalanced-scale-003,False,False,False,,,,False
gold-200-rewritten-124,single_label,True,unbalanced_scale,mobility,ordinal_categories,obvious,support for facial recognition in public transport stations,how acceptable is the use,12,5,candidate-v1-single-unbalanced-scale-011,False,False,False,,,,False
gold-200-rewritten-125,single_label,True,unbalanced_scale,public services,support_oppose,realistic,support for appointment-only service offices,would you support service offices,9,5,candidate-v1-single-unbalanced-scale-023,False,False,False,,,,False
gold-200-rewritten-126,single_label,True,unbalanced_scale,mobility,support_oppose,borderline,support for reducing car parking near train stations,what do you think about,11,5,candidate-v1-single-unbalanced-scale-015,False,False,False,,,,False
gold-200-rewritten-127,single_label,True,unbalanced_scale,labor,support_oppose,obvious,support for mandatory recording of working time,how favorable are you toward,10,5,candidate-v1-single-unbalanced-scale-007,False,False,False,,,,False
gold-200-rewritten-128,single_label,True,unbalanced_scale,politics/public policy,support_oppose,realistic,support for public release of council attendance records,how good would it be,11,5,candidate-v1-single-unbalanced-scale-001,False,False,False,,,,False
gold-200-rewritten-129,single_label,True,incomplete_options,family/household,categorical_closed_ended,borderline,respondent age group,which age group includes your,7,4,candidate-v1-single-incomplete-options-001,False,False,False,,,,False
gold-200-rewritten-130,single_label,True,incomplete_options,education,categorical_closed_ended,obvious,highest completed education,what is the highest level,10,4,candidate-v1-single-incomplete-options-002,False,False,False,,,,False
gold-200-rewritten-131,single_label,True,incomplete_options,mobility,categorical_closed_ended,realistic,usual transport mode,which mode of transport do,10,2,candidate-v1-single-incomplete-options-003,False,False,False,,,,False
gold-200-rewritten-132,single_label,True,incomplete_options,labor,categorical_closed_ended,borderline,employment status,which of the following best,10,3,candidate-v1-single-incomplete-options-004,False,False,False,,,,False
gold-200-rewritten-133,single_label,True,incomplete_options,health,categorical_closed_ended,obvious,type of health insurance,what type of health insurance,9,2,candidate-v1-single-incomplete-options-008,False,False,False,,,,False
gold-200-rewritten-134,single_label,True,incomplete_options,education,categorical_closed_ended,realistic,main device used for online learning,which device do you use,10,2,candidate-v1-single-incomplete-options-010,False,False,False,,,,False
gold-200-rewritten-135,single_label,True,incomplete_options,finances,categorical_closed_ended,borderline,main housing cost payment method,how do you usually pay,8,2,candidate-v1-single-incomplete-options-009,False,False,False,,,,False
gold-200-rewritten-136,single_label,True,incomplete_options,media/culture,categorical_closed_ended,obvious,primary language for media use,in which language do you,9,2,candidate-v1-single-incomplete-options-006,False,False,False,,,,False
gold-200-rewritten-137,single_label,True,non_exclusive_options,finances,numeric_ranges,realistic,monthly personal income range,what was your personal net,8,4,candidate-v1-single-non-exclusive-options-009,False,False,False,,,,False
gold-200-rewritten-138,single_label,True,non_exclusive_options,health,numeric_ranges,borderline,minutes of physical activity per week,how many minutes of moderate,12,4,candidate-v1-single-non-exclusive-options-008,False,False,False,,,,False
gold-200-rewritten-139,single_label,True,non_exclusive_options,education,numeric_ranges,obvious,number of missed classes,how many classes did you,11,4,candidate-v1-single-non-exclusive-options-002,False,False,False,,,,False
gold-200-rewritten-140,single_label,True,non_exclusive_options,work,numeric_ranges,realistic,organization size,how many people work at,7,4,candidate-v1-single-non-exclusive-options-001,False,False,False,,,,False
gold-200-rewritten-141,single_label,True,non_exclusive_options,family/household,numeric_ranges,borderline,weekly childcare hours,how many hours did you,10,4,candidate-v1-single-non-exclusive-options-005,False,False,False,,,,False
gold-200-rewritten-142,single_label,True,non_exclusive_options,mobility,numeric_ranges,obvious,one-way commute time,how long is your usual,7,4,candidate-v1-single-non-exclusive-options-003,False,False,False,,,,False
gold-200-rewritten-143,single_label,True,non_exclusive_options,technology,numeric_ranges,realistic,daily screen time,how much non work screen,9,4,candidate-v1-single-non-exclusive-options-010,False,False,False,,,,False
gold-200-rewritten-144,single_label,True,non_exclusive_options,university life,numeric_ranges,borderline,credits taken this semester,how many credits are you,8,4,candidate-v1-single-non-exclusive-options-007,False,False,False,,,,False
gold-200-rewritten-145,single_label,True,missing_scale_labels,health,numeric_ranges,obvious,pain level today,how much pain are you,7,11,candidate-v1-single-missing-scale-labels-003,False,False,False,,,,False
gold-200-rewritten-146,single_label,True,missing_scale_labels,technology,numeric_ranges,realistic,confidence in identifying phishing messages,how confident are you that,10,5,candidate-v1-single-missing-scale-labels-008,False,False,False,,,,False
gold-200-rewritten-147,single_label,True,missing_scale_labels,environment,numeric_ranges,borderline,concern about local flooding,on the 1 to 5,10,5,candidate-v1-single-missing-scale-labels-009,False,False,False,,,,False
gold-200-rewritten-148,single_label,True,missing_scale_labels,work,numeric_ranges,obvious,control over daily tasks,how much control do you,13,6,candidate-v1-single-missing-scale-labels-005,False,False,False,,,,False
gold-200-rewritten-149,single_label,True,missing_scale_labels,education,numeric_ranges,realistic,difficulty of course materials,how difficult are the course,8,5,candidate-v1-single-missing-scale-labels-004,False,False,False,,,,False
gold-200-rewritten-150,single_label,True,missing_scale_labels,public services,numeric_ranges,borderline,ease of using online booking system,how easy was it to,10,5,candidate-v1-single-missing-scale-labels-001,False,False,False,,,,False
gold-200-rewritten-151,single_label,True,missing_scale_labels,media/culture,numeric_ranges,obvious,trust in social media event information,on the numbered scale rate,14,5,candidate-v1-single-missing-scale-labels-011,False,False,False,,,,False
gold-200-rewritten-152,single_label,True,missing_scale_labels,family/household,numeric_ranges,realistic,stress from household responsibilities,how stressful are your household,9,5,candidate-v1-single-missing-scale-labels-010,False,False,False,,,,False
